keyword,bucket,volume,cpc_usd,competition,intent,kd,sources
free bets no deposit sport,bonus-hunter/offshore (exclude),720,14.25,LOW,commercial,40,sugg
free bets sports,C offers/free bets,720,35.96,LOW,commercial,72,sugg
bookies free bets,C offers/free bets,720,42.71,LOW,commercial,71,sugg
free bets bookmakers,C offers/free bets,720,42.71,LOW,commercial,70,sugg
bookmaker free bets,C offers/free bets,720,42.71,LOW,commercial,70,sugg
free sports bets no deposit,bonus-hunter/offshore (exclude),720,14.25,LOW,commercial,36,sugg
bookmakers free bets,C offers/free bets,720,42.71,LOW,commercial,70,sugg
free bookmakers bets,F generic betting/sites,720,42.71,LOW,commercial,70,sugg
bookmakers with free bets,C offers/free bets,720,42.71,LOW,commercial,70,sugg
sports free bets,C offers/free bets,720,35.96,LOW,commercial,72,sugg
sports bets for free,E sport-specific,720,35.96,LOW,commercial,72,sugg
new customer free bets,C offers/free bets,720,53.98,MEDIUM,commercial,41,sugg
free bets sports no deposit,bonus-hunter/offshore (exclude),720,14.25,LOW,commercial,14,comp:midnite.com|sugg
free bets with bookmakers,C offers/free bets,720,42.71,LOW,commercial,70,sugg
free bookmaker bets,F generic betting/sites,720,42.71,LOW,commercial,46,sugg
free bets with sky bet,competitor/brand,720,17.94,LOW,commercial,8,sugg
bookies offers free bets,C offers/free bets,720,42.71,LOW,commercial,69,sugg
free bets sport,C offers/free bets,720,35.96,LOW,commercial,72,sugg
free sport bets no deposit,bonus-hunter/offshore (exclude),720,14.25,LOW,commercial,15,sugg
bookies with free bets,C offers/free bets,720,42.71,LOW,commercial,71,sugg
free bets sportsbook,C offers/free bets,720,35.96,LOW,commercial,42,sugg
free sport bets,E sport-specific,720,35.96,LOW,commercial,72,sugg
free bets bookies,C offers/free bets,720,42.71,LOW,commercial,71,sugg
free bookies bets,F generic betting/sites,720,42.71,LOW,commercial,71,sugg
free bets no deposit sportsbook,bonus-hunter/offshore (exclude),720,14.25,LOW,commercial,39,sugg
sky bets free bets,competitor/brand,720,17.94,LOW,commercial,3,sugg
free bets sky bet,competitor/brand,720,17.94,LOW,commercial,16,sugg
free bets new customer,C offers/free bets,720,53.98,MEDIUM,commercial,41,sugg
free bets for new customers,C offers/free bets,720,53.98,MEDIUM,commercial,41,sugg
bet builder tips today,informational (exclude),720,4.54,LOW,commercial,5,sugg
football betting and predictions,informational (exclude),720,15.72,LOW,commercial,72,sugg
betting tips football premier league,informational (exclude),720,,LOW,commercial,42,sugg
best football betting,E sport-specific,720,45.8,LOW,commercial,42,sugg
football prediction betting,informational (exclude),720,15.72,LOW,commercial,78,sugg
predictions football betting,informational (exclude),720,15.72,LOW,commercial,78,sugg
football betting and prediction,informational (exclude),720,15.72,LOW,commercial,72,sugg
betting football prediction,informational (exclude),720,15.72,LOW,commercial,78,sugg
football betting ladbrokes,competitor/brand,720,7.1,LOW,commercial,34,sugg
prediction betting football,informational (exclude),720,15.72,LOW,commercial,78,sugg
betting football predictions,informational (exclude),720,15.72,LOW,commercial,78,sugg
football betting predictions,informational (exclude),720,15.72,LOW,commercial,59,sugg
epl football betting tips,informational (exclude),720,,LOW,informational,32,sugg
ladbrokes football betting,competitor/brand,720,7.1,LOW,commercial,28,sugg
betting predictions football,informational (exclude),720,15.72,LOW,commercial,78,sugg
premier league football betting tips,informational (exclude),720,,LOW,informational,26,sugg
football betting tips premier league,informational (exclude),720,,LOW,commercial,25,sugg
football betting tips english premier league,informational (exclude),720,,LOW,commercial,32,sugg
premiership football betting tips,informational (exclude),720,,LOW,commercial,34,sugg
football betting prediction,informational (exclude),720,15.72,LOW,commercial,78,sugg
football betting predictor,E sport-specific,720,15.72,LOW,commercial,75,sugg
football betting forecast,E sport-specific,720,15.72,LOW,commercial,70,sugg
prediction football betting,informational (exclude),720,15.72,LOW,commercial,78,sugg
football predictions for betting,informational (exclude),720,15.72,LOW,commercial,78,sugg
football accumulator tips today,informational (exclude),720,3.66,LOW,informational,9,sugg
ava's accumulator,D acca/bet builder,720,,LOW,navigational,0,sugg
2 lucky stars on euromillions,G other,720,,LOW,informational,2,comp:bet442.co.uk
best football bets,E sport-specific,720,58.45000076293945,LOW,commercial,55,comp:betgoodwin.co.uk
best online casino slots,casino (exclude),720,97.8499984741211,MEDIUM,commercial,37,comp:betgoodwin.co.uk
betting account,G other,720,96.29000091552734,LOW,commercial,59,comp:betgoodwin.co.uk
casino games for real cash,casino (exclude),720,59.18000030517578,MEDIUM,transactional,71,comp:betgoodwin.co.uk
casino games real cash,casino (exclude),720,59.18000030517578,MEDIUM,transactional,71,comp:betgoodwin.co.uk
free bet no deposit sports,bonus-hunter/offshore (exclude),720,14.25,LOW,commercial,14,comp:midnite.com
free sports bet no deposit required,bonus-hunter/offshore (exclude),720,7.889999866485596,LOW,commercial,12,comp:midnite.com
midnight spins,casino (exclude),720,10.640000343322754,MEDIUM,informational,0,comp:midnite.com
midnite welcome offer,competitor/brand,720,28.600000381469727,MEDIUM,informational,0,comp:midnite.com
no deposit free bet sportsbook,bonus-hunter/offshore (exclude),720,14.25,LOW,commercial,12,comp:midnite.com
time slots,casino (exclude),720,1.9500000476837158,LOW,informational,0,comp:midnite.com
transfer specials,G other,720,5.849999904632568,LOW,commercial,0,comp:midnite.com
ladbrokes betting app,competitor/brand,590,9.15,LOW,transactional,12,sugg
horse betting app,B betting app,590,72.12,LOW,transactional,17,sugg
best horse racing betting app,B betting app,590,74.28,LOW,commercial,27,sugg
horse racing betting app,B betting app,590,72.12,LOW,commercial,15,sugg
new betting app,B betting app,590,67.15,LOW,commercial,34,sugg
william hill betting app,competitor/brand,590,16.25,LOW,transactional,5,sugg
best horse race betting app,B betting app,590,74.28,LOW,commercial,27,sugg
best betting app for horse racing,B betting app,590,74.28,LOW,commercial,41,sugg
midnite betting app,competitor/brand,590,7.67,MEDIUM,transactional,5,comp:midnite.com|sugg
horse race betting app,B betting app,590,72.12,LOW,transactional,5,sugg
best uk sports betting sites,E sport-specific,590,79.15,MEDIUM,commercial,65,sugg
uk football betting sites,E sport-specific,590,72.14,LOW,commercial,44,sugg
best sports betting sites uk,E sport-specific,590,79.15,MEDIUM,commercial,51,sugg
top 100 betting sites uk,F generic betting/sites,590,31.98,LOW,commercial,55,sugg
fastest withdrawal betting sites,F generic betting/sites,590,46.6,LOW,commercial,0,sugg
betting sites esports,E sport-specific,590,44.59,LOW,commercial,44,sugg
betting sites with slots,casino (exclude),590,66.31,MEDIUM,commercial,55,sugg
offers betting sites,C offers/free bets,590,62.91,MEDIUM,commercial,55,sugg
offers on betting sites,C offers/free bets,590,62.91,MEDIUM,commercial,55,sugg
slot betting sites,casino (exclude),590,66.31,MEDIUM,commercial,55,sugg
football betting sites in uk,E sport-specific,590,72.14,LOW,commercial,85,sugg
esports betting sites,E sport-specific,590,44.59,LOW,commercial,12,sugg
betting sites slots,casino (exclude),590,66.31,MEDIUM,commercial,55,sugg
uk betting sites top 100,F generic betting/sites,590,31.98,LOW,commercial,55,sugg
betting sites with offers,C offers/free bets,590,62.91,MEDIUM,commercial,55,sugg
football betting sites uk,E sport-specific,590,72.14,LOW,commercial,69,sugg
top 100 uk betting sites,F generic betting/sites,590,31.98,LOW,commercial,55,sugg
slots betting sites,casino (exclude),590,66.31,MEDIUM,commercial,55,sugg
esport betting sites,E sport-specific,590,44.59,LOW,commercial,44,sugg
fast withdrawal betting sites,F generic betting/sites,590,46.6,LOW,commercial,0,sugg
betting slots sites,casino (exclude),590,66.31,MEDIUM,commercial,55,sugg
today free bets,C offers/free bets,590,24.82,MEDIUM,commercial,74,sugg
coral free bets,competitor/brand,590,14.64,MEDIUM,commercial,22,sugg
free bets for horse racing,C offers/free bets,590,40.36,LOW,informational,44,sugg
free bets no deposit uk,bonus-hunter/offshore (exclude),590,15.01,MEDIUM,commercial,34,sugg
free bets oddschecker,C offers/free bets,590,23.17,LOW,commercial,62,sugg
free bets on ladbrokes,competitor/brand,590,14.91,MEDIUM,commercial,14,sugg
free bets for today,C offers/free bets,590,24.82,MEDIUM,commercial,96,sugg
free bets ladbrokes,competitor/brand,590,14.91,MEDIUM,commercial,14,sugg
free bets today,C offers/free bets,590,24.82,MEDIUM,commercial,74,sugg
horse racing free bets,C offers/free bets,590,40.36,LOW,commercial,44,sugg
oddschecker free bets,C offers/free bets,590,23.17,LOW,commercial,33,sugg
free bets on horse racing,C offers/free bets,590,40.36,LOW,informational,44,sugg
today's free bets,C offers/free bets,590,24.82,MEDIUM,informational,74,sugg
ladbrokes free bets,competitor/brand,590,14.91,MEDIUM,commercial,10,sugg
free horse racing bets,E sport-specific,590,40.36,LOW,commercial,44,sugg
free bets horse racing,C offers/free bets,590,40.36,LOW,informational,44,sugg
free bets uk no deposit,bonus-hunter/offshore (exclude),590,15.01,MEDIUM,commercial,36,sugg
free bets with coral,competitor/brand,590,14.64,MEDIUM,commercial,16,sugg
free bets coral,competitor/brand,590,14.64,MEDIUM,commercial,16,sugg
what is a bet builder,informational (exclude),590,5.92,LOW,informational,0,comp:midnite.com|sugg
betting odds on football today,E sport-specific,590,2.59,LOW,commercial,62,sugg
football betting odds premiership,E sport-specific,590,2.77,LOW,commercial,47,sugg
football betting game,E sport-specific,590,50.36,LOW,commercial,62,sugg
betting odds today football,informational (exclude),590,2.59,LOW,commercial,62,sugg
uk football betting site,E sport-specific,590,72.14,LOW,commercial,85,sugg
betting in football games,E sport-specific,590,50.36,LOW,commercial,47,sugg
betting on football games,E sport-specific,590,50.36,LOW,commercial,52,sugg
betting odds football today,E sport-specific,590,2.59,LOW,commercial,62,sugg
betting for football games,E sport-specific,590,50.36,LOW,commercial,62,sugg
football betting odds premier league,E sport-specific,590,2.77,LOW,commercial,51,sugg
today football betting odds,E sport-specific,590,2.59,LOW,commercial,62,sugg
football game betting,E sport-specific,590,50.36,LOW,commercial,69,sugg
premiership football betting odds,E sport-specific,590,2.77,LOW,commercial,64,sugg
today's football betting odds,E sport-specific,590,2.59,LOW,informational,62,sugg
football betting tips champions league,informational (exclude),590,3.21,LOW,informational,16,sugg
football betting websites uk,E sport-specific,590,72.14,LOW,commercial,69,sugg
football betting odds today,informational (exclude),590,2.59,LOW,commercial,62,sugg
football betting odds for today,E sport-specific,590,2.59,LOW,commercial,62,sugg
football betting games,E sport-specific,590,50.36,LOW,commercial,62,sugg
football games betting,E sport-specific,590,50.36,LOW,commercial,52,sugg
betting football games,E sport-specific,590,50.36,LOW,commercial,52,sugg
calculator betting accumulator,informational (exclude),590,3.53,LOW,informational,5,sugg
accumulator betting calculator,informational (exclude),590,3.53,LOW,informational,5,sugg
bet accumulator calculator,informational (exclude),590,3.53,LOW,informational,5,sugg
accumulator bets calculator,informational (exclude),590,3.53,LOW,informational,5,sugg
accumulator calculator bet,informational (exclude),590,3.53,LOW,informational,5,sugg
accumulator bet calculator,informational (exclude),590,3.53,LOW,informational,5,sugg
cdl picks,G other,590,,LOW,informational,3,comp:midnite.com
correct score tips,informational (exclude),590,2.430000066757202,LOW,informational,0,comp:midnite.com
double bubble uk,G other,590,1.8899999856948853,LOW,informational,0,comp:midnite.com
double double bingo,casino (exclude),590,2.180000066757202,LOW,informational,2,comp:midnite.com
goonies slots,casino (exclude),590,70.43000030517578,MEDIUM,transactional,0,comp:midnite.com
midnight wins casino,casino (exclude),590,8.920000076293945,MEDIUM,informational,44,comp:midnite.com
midnite app,competitor/brand,590,5.820000171661377,LOW,navigational,1,comp:midnite.com
midnite promo code,competitor/brand,590,11.6899995803833,MEDIUM,commercial,0,comp:midnite.com
midnite review,competitor/brand,590,12.720000267028809,LOW,informational,0,comp:midnite.com
midnite reviews,competitor/brand,590,12.720000267028809,LOW,informational,2,comp:midnite.com
monopoly online casino,casino (exclude),590,4.409999847412109,MEDIUM,transactional,8,comp:midnite.com
mr fixit soccer tips,informational (exclude),590,,LOW,informational,0,comp:midnite.com
over 2.5 goals meaning,informational (exclude),590,,LOW,informational,0,comp:midnite.com
secrets of the phoenix slot game,casino (exclude),590,38.63999938964844,LOW,informational,0,comp:midnite.com
what is draw no bet,informational (exclude),590,,LOW,informational,0,comp:midnite.com
betting app with free bet,B betting app,480,55.77,LOW,commercial,36,sugg
betting app offer,B betting app,480,78.43,MEDIUM,commercial,50,sugg
betting calculator app,informational (exclude),480,1.23,LOW,transactional,26,sugg
free betting app,B betting app,480,55.77,LOW,transactional,72,sugg
betting app offers,B betting app,480,78.43,MEDIUM,commercial,72,sugg
coral sports betting app,competitor/brand,480,5.84,LOW,commercial,29,sugg
cricket betting sites,E sport-specific,480,43.51,LOW,commercial,3,sugg
betting sites that allow paypal,F generic betting/sites,480,48.21,MEDIUM,commercial,0,sugg
online uk betting sites,F generic betting/sites,480,65.61,MEDIUM,commercial,72,sugg
best football betting sites uk,E sport-specific,480,77.33,LOW,commercial,43,sugg
online betting uk sites,F generic betting/sites,480,65.61,MEDIUM,commercial,72,sugg
crypto betting sites,F generic betting/sites,480,,LOW,commercial,18,sugg
online betting sites in uk,F generic betting/sites,480,65.61,MEDIUM,commercial,72,sugg
betting exchange sites,G other,480,20.14,MEDIUM,commercial,70,sugg
betting sites uk online,F generic betting/sites,480,65.61,MEDIUM,commercial,60,sugg
betting sites that take paypal,F generic betting/sites,480,48.21,MEDIUM,commercial,0,sugg
non uk betting sites,bonus-hunter/offshore (exclude),480,16.05,LOW,commercial,33,sugg
betting casino sites,casino (exclude),480,77.21,MEDIUM,commercial,73,sugg
best new betting sites,F generic betting/sites,480,71.05,MEDIUM,commercial,51,sugg
