keyword,search_volume,etv,position,ranking_url,keyword_difficulty,cpc,search_intent
green gingham fitted sheet,1300,395.20001220703125,2,https://us.pigletinbed.com/products/botanical-green-gingham-100-linen-fitted-sheet,0,1.75,transactional
green gingham sheets,1300,395.20001220703125,3,https://us.pigletinbed.com/collections/botanical-green-gingham-bedding,0,1.75,transactional
king flat sheets,1300,395.20001220703125,2,https://us.pigletinbed.com/collections/cotton-flat-sheets,0,1.2999999523162842,transactional
king linen sheet,1300,395.20001220703125,2,https://us.pigletinbed.com/collections/linen-bedding,0,3.759999990463257,transactional
king linen sheets,1300,395.20001220703125,2,https://us.pigletinbed.com/collections/linen-bedding,0,3.759999990463257,transactional
king sheets linen,1300,395.20001220703125,4,https://us.pigletinbed.com/collections/linen-bedding,0,3.759999990463257,transactional
linen bedsheets,1300,395.20001220703125,1,https://us.pigletinbed.com/collections/linen-bedding,3,4.760000228881836,transactional
linen pajama set,1300,395.20001220703125,2,https://us.pigletinbed.com/collections/pajamas,0,1.1200000047683716,transactional
linen pajamas set,1300,395.20001220703125,2,https://us.pigletinbed.com/collections/pajamas,0,1.1200000047683716,transactional
linen pillowcases,1300,395.20001220703125,1,https://us.pigletinbed.com/collections/pillowcases,0,2.5,transactional
linen pj set,1300,395.20001220703125,2,https://us.pigletinbed.com/collections/pajamas,0,1.1200000047683716,transactional
linen pj sets,1300,395.20001220703125,2,https://us.pigletinbed.com/collections/pajamas,0,1.1200000047683716,transactional
linen pyjama set,1300,395.20001220703125,1,https://us.pigletinbed.com/collections/pajamas,0,1.1200000047683716,transactional
stripe duvet,1300,395.20001220703125,5,https://us.pigletinbed.com/collections/striped-bedding,0,2.009999990463257,transactional
striped bath robe,1300,395.20001220703125,2,https://us.pigletinbed.com/products/sandstone-red-pembroke-stripe-cotton-robe,0,1.5099999904632568,transactional
striped blue sheets,1300,395.20001220703125,6,https://us.pigletinbed.com/products/coastal-blue-pembroke-stripe-linen-fitted-sheet,0,1.3799999952316284,transactional
striped duvet,1300,395.20001220703125,2,https://us.pigletinbed.com/collections/striped-bedding,0,2.009999990463257,transactional
striped sheets blue,1300,395.20001220703125,3,https://us.pigletinbed.com/products/coastal-blue-pembroke-stripe-linen-fitted-sheet,0,1.3799999952316284,transactional
bed bath sheet,2400,388.79998779296875,4,https://us.pigletinbed.com/collections/bath-sheets,0,1.4800000190734863,transactional
bed bath sheets,2400,388.79998779296875,3,https://us.pigletinbed.com/collections/bath-sheets,0,1.4800000190734863,transactional
cotton duvets covers,2400,388.79998779296875,3,https://us.pigletinbed.com/collections/cotton-duvet-covers,0,1.6200000047683716,transactional
cotton full size sheets,2400,388.79998779296875,3,https://us.pigletinbed.com/collections/cotton-bedding,0,0.8199999928474426,transactional
cushions bed,2400,388.79998779296875,4,https://us.pigletinbed.com/collections/cushions,0,0.8899999856948853,transactional
duvet cover cotton,2400,388.79998779296875,4,https://us.pigletinbed.com/collections/cotton-duvet-covers,0,1.6200000047683716,transactional
duvet cover sets queen,2400,388.79998779296875,3,https://us.pigletinbed.com/collections/duvet-covers,4,1.9300000667572021,transactional
floral bedding set,2400,388.79998779296875,3,https://us.pigletinbed.com/collections/floral-bedding,0,0.7099999785423279,transactional
percale cotton duvet cover,2400,388.79998779296875,3,https://us.pigletinbed.com/collections/cotton-duvet-covers,0,3.3499999046325684,transactional
percale cotton duvet covers,2400,388.79998779296875,3,https://us.pigletinbed.com/collections/cotton-duvet-covers,0,3.3499999046325684,transactional
plaid bed comforter,2400,388.79998779296875,5,https://us.pigletinbed.com/collections/plaid-linen-bedding,0,1.0299999713897705,transactional
plaid bedding sets,2400,388.79998779296875,3,https://us.pigletinbed.com/collections/plaid-linen-bedding,0,1.0299999713897705,transactional
plaid bedspread,2400,388.79998779296875,6,https://us.pigletinbed.com/collections/plaid-linen-bedding,0,1.0299999713897705,transactional
purple bed linens,2400,388.79998779296875,5,https://us.pigletinbed.com/collections/elderberry-linen-bedding,0,1.0099999904632568,transactional
queen bed covers,2400,388.79998779296875,3,https://us.pigletinbed.com/collections/duvet-covers,0,1.159999966621399,transactional
queen bed linen sheets,2400,388.79998779296875,4,https://us.pigletinbed.com/collections/linen-bedding,0,2.3600001335144043,transactional
bed linen,8100,379.8900146484375,10,https://us.pigletinbed.com/collections/linen-fitted-sheets,1,5.46999979019165,transactional
pillow cases,18100,356.57000732421875,13,https://us.pigletinbed.com/collections/pillowcases,0,1.5699999332427979,transactional
bed blanket throw,5400,355.8599853515625,5,https://us.pigletinbed.com/collections/blankets-and-throws,4,1.7300000190734863,transactional
pajamas with shorts for women,5400,355.8599853515625,7,https://us.pigletinbed.com/collections/womens-linen-pajama-shorts-set,0,1.2100000381469727,transactional
bed linen store,3600,350.2799987792969,6,https://us.pigletinbed.com/,0,2.490000009536743,navigational
comforters duvet,3600,350.2799987792969,6,https://us.pigletinbed.com/collections/duvet-covers,0,3.059999942779541,transactional
cotton towels organic,3600,350.2799987792969,4,https://us.pigletinbed.com/collections/organic-cotton-towels,0,2.990000009536743,transactional
euro shams size,3600,350.2799987792969,7,https://us.pigletinbed.com/blogs/the-piglet-journal/the-ultimate-guide-to-pillow-shams,0,3.130000114440918,informational
green cover duvet,3600,350.2799987792969,4,https://us.pigletinbed.com/products/fern-green-linen-duvet-cover,0,2.690000057220459,transactional
organic cotton comforter cover,3600,350.2799987792969,4,https://us.pigletinbed.com/collections/duvet-covers,0,4.239999771118164,transactional
cotton queen bed sheets,6600,309.5400085449219,7,https://us.pigletinbed.com/collections/cotton-bedding,0,1.0800000429153442,transactional
what is pillow shams,6600,309.5400085449219,9,https://us.pigletinbed.com/blogs/the-piglet-journal/the-ultimate-guide-to-pillow-shams,0,2.059999942779541,informational
bed duvet covers,1900,307.79998779296875,2,https://us.pigletinbed.com/collections/duvet-covers,0,3.190000057220459,transactional
cotton top sheets,1900,307.79998779296875,6,https://us.pigletinbed.com/collections/flat-sheets,0,2.559999942779541,transactional
duvet blankets,1900,307.79998779296875,4,https://us.pigletinbed.com/collections/duvet-covers,0,2.109999895095825,transactional
duvet cover plaid,1900,307.79998779296875,3,https://us.pigletinbed.com/collections/plaid-linen-bedding,0,1.6399999856948853,transactional
duvet covers bedding,1900,307.79998779296875,2,https://us.pigletinbed.com/collections/duvet-covers,0,3.190000057220459,transactional
duvet covers plaid,1900,307.79998779296875,3,https://us.pigletinbed.com/collections/plaid-linen-bedding,0,1.6399999856948853,transactional
duvet for blanket,1900,307.79998779296875,7,https://us.pigletinbed.com/collections/duvet-covers,0,2.109999895095825,transactional
full fitted bed sheets,1900,307.79998779296875,5,https://us.pigletinbed.com/collections/fitted-sheets,0,1.0499999523162842,transactional
green bed sheets,1900,307.79998779296875,3,https://us.pigletinbed.com/collections/green-linen-bedding,0,1.25,transactional
plaid bedding,1900,307.79998779296875,3,https://us.pigletinbed.com/collections/plaid-linen-bedding,0,1.2999999523162842,transactional
plaid comforter covers,1900,307.79998779296875,2,https://us.pigletinbed.com/collections/plaid-linen-bedding,0,1.6399999856948853,transactional
plaid duvet cover,1900,307.79998779296875,3,https://us.pigletinbed.com/collections/plaid-linen-bedding,0,1.6399999856948853,transactional
plaid duvet covers,1900,307.79998779296875,4,https://us.pigletinbed.com/collections/plaid-linen-bedding,0,1.6399999856948853,transactional
robe linen,1900,307.79998779296875,3,https://us.pigletinbed.com/collections/robes,0,1.6600000858306885,transactional
bath towels organic,1000,304,2,https://us.pigletinbed.com/collections/organic-cotton-towels,0,3.880000114440918,transactional
bed clothing,1000,304,3,https://us.pigletinbed.com/,6,2.2100000381469727,transactional
bed linen orange,1000,304,2,https://us.pigletinbed.com/collections/burnt-orange-bedding,0,1.3700000047683716,transactional
bed sheets deep fitted,1000,304,3,https://us.pigletinbed.com/collections/fitted-sheets,0,3.190000057220459,transactional
bed skirt white,1000,304,4,https://us.pigletinbed.com/collections/bed-skirts,0,1.3199999332427979,transactional
bed skirts white,1000,304,5,https://us.pigletinbed.com/collections/bed-skirts,0,1.3199999332427979,transactional
children's queen bedding,1000,304,2,https://us.pigletinbed.com/collections/kids,0,1.8600000143051147,transactional
childrens bed linen sets,1000,304,2,https://us.pigletinbed.com/collections/kids,0,1.5199999809265137,transactional
childrens bed set,1000,304,2,https://us.pigletinbed.com/collections/kids,0,1.2799999713897705,transactional
childrens bedroom linen sets,1000,304,1,https://us.pigletinbed.com/collections/kids,0,1.5199999809265137,transactional
cotton full sheet set,1000,304,3,https://us.pigletinbed.com/collections/cotton-bedding,0,0.8500000238418579,transactional
cotton sheet set full,1000,304,2,https://us.pigletinbed.com/collections/cotton-bedding,0,0.8500000238418579,transactional
cotton striped sheets,1000,304,2,https://us.pigletinbed.com/collections/striped-bedding,0,1.3300000429153442,transactional
dark green duvet cover,1000,304,2,https://us.pigletinbed.com/products/fern-green-linen-duvet-cover,0,2.5,transactional
deep fitted bed sheet,1000,304,2,https://us.pigletinbed.com/collections/fitted-sheets,0,3.190000057220459,transactional
deep fitted bed sheets,1000,304,3,https://us.pigletinbed.com/collections/fitted-sheets,0,3.190000057220459,transactional
deepest fitted sheets,1000,304,4,https://us.pigletinbed.com/collections/fitted-sheets,0,3.190000057220459,transactional
floral sheets queen,1000,304,4,https://us.pigletinbed.com/collections/floral-cotton-bedding,0,1.159999966621399,transactional
flower sheet set,1000,304,4,https://us.pigletinbed.com/collections/floral-cotton-bedding,0,1.5399999618530273,transactional
gingham pajamas,1000,304,2,https://us.pigletinbed.com/collections/gingham-pajamas,0,1.0099999904632568,transactional
green striped sheets,1000,304,3,https://us.pigletinbed.com/collections/pine-green-pembroke-stripe-linen-bedding,0,1.4500000476837158,transactional
king bedding floral,1000,304,2,https://us.pigletinbed.com/collections/floral-bedding,0,0.8399999737739563,transactional
linen pajamas for men,1000,304,1,https://us.pigletinbed.com/collections/mens-pajamas,0,1.899999976158142,transactional
linen pajamas men,1000,304,1,https://us.pigletinbed.com/collections/mens,0,1.899999976158142,transactional
linen pajamas men's,1000,304,1,https://us.pigletinbed.com/collections/mens-pajamas,0,1.899999976158142,informational
linen pyjamas men,1000,304,1,https://us.pigletinbed.com/collections/mens-pajamas,0,1.899999976158142,transactional
men's linen pajamas,1000,304,1,https://us.pigletinbed.com/collections/mens-pajamas,0,1.899999976158142,informational
men's linen pyjamas,1000,304,1,https://us.pigletinbed.com/collections/mens-pajamas,0,1.899999976158142,informational
mens linen pyjamas,1000,304,1,https://us.pigletinbed.com/collections/mens-pajamas,0,1.899999976158142,transactional
orange bed linen,1000,304,6,https://us.pigletinbed.com/collections/burnt-orange-bedding,0,1.3700000047683716,transactional
orange bed linens,1000,304,2,https://us.pigletinbed.com/collections/burnt-orange-bedding,0,1.3700000047683716,transactional
queen floral bed sheets,1000,304,2,https://us.pigletinbed.com/collections/floral-cotton-bedding,0,1.159999966621399,transactional
sheets deep fitted,1000,304,3,https://us.pigletinbed.com/collections/fitted-sheets,0,3.190000057220459,transactional
standard pillow case size,1000,304,4,https://us.pigletinbed.com/blogs/the-piglet-journal/a-complete-pillowcase-size-guide,0,0.6499999761581421,informational
standard pillowcase measurements,1000,304,5,https://us.pigletinbed.com/blogs/the-piglet-journal/a-complete-pillowcase-size-guide,0,1.3199999332427979,informational
standard size of pillow cases,1000,304,2,https://us.pigletinbed.com/blogs/the-piglet-journal/a-complete-pillowcase-size-guide,0,1.3199999332427979,informational
standard size pillow case,1000,304,5,https://us.pigletinbed.com/blogs/the-piglet-journal/a-complete-pillowcase-size-guide,0,1.3199999332427979,transactional
striped cotton sheets,1000,304,2,https://us.pigletinbed.com/collections/striped-bedding,0,1.3300000429153442,transactional
twin pillow case size,1000,304,4,https://us.pigletinbed.com/blogs/the-piglet-journal/a-complete-pillowcase-size-guide,0,0.9800000190734863,transactional
white bed skirt,1000,304,3,https://us.pigletinbed.com/collections/bed-skirts,0,1.3199999332427979,transactional
