keyword,last_position,last_rank_absolute,search_volume,etv_when_ranking,keyword_difficulty,cpc,search_intent,lost_url,url_type,is_brand,last_seen
pietro costantini italian furniture,8,8,30,0.6,0,1.600000023841858,navigational,https://wassersfurniture.com/shop-by-brand/a-c/costantini-pietro-furniture.html,legacy .html,False,2026-04-17 22:54:53 +00:00
rose gold bassinet,8,10,30,0.6,0,0.11999999731779099,transactional,https://wassersfurniture.com/nursery-works-aura-rose-gold-bassinet.html,legacy .html,False,2026-04-17 19:04:46 +00:00
variable balans chair,8,11,30,0.6,0,0.41999998688697815,transactional,https://wassersfurniture.com/varier-variable-balans-ergonomic-task-chair-with-backrest-free-shipping-no-tax.html,legacy .html,False,2026-03-27 21:05:00 +00:00
hygrometer old,8,13,20,0.6,0,,transactional,https://wassersfurniture.com/vintage-airguide-thermometer-barometer-hygrometer-made-in-usa.html,legacy .html,False,2026-03-10 18:55:33 +00:00
rossetto italy,8,12,20,0.6,0,,informational,https://wassersfurniture.com/shop-by-brand/r-z/rossetto-usa.html,legacy .html,False,2026-03-10 13:38:51 +00:00
chair leather,51,68,260,0.5,0,2.8399999141693115,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/chairs.html,legacy .html,False,2025-12-30 01:35:49 +00:00
chairs leather,38,52,260,0.5,0,2.8399999141693115,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/chairs.html,legacy .html,False,2026-04-26 02:18:55 +00:00
cloud luxe tempur pedic,29,35,260,0.5,3,5.389999866485596,transactional,https://wassersfurniture.com/tempur-cloud-luxe-breeze.html,legacy .html,False,2026-04-25 22:03:57 +00:00
leather club chair sale,38,54,260,0.5,0,2.880000114440918,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/chairs.html,legacy .html,False,2026-04-24 14:19:44 +00:00
nursery works,32,39,260,0.5,0,2.4000000953674316,informational,https://wassersfurniture.com/shop-by-brand/l-p/nursery-works.html,legacy .html,False,2026-04-24 12:25:37 +00:00
suede throw pillows,23,33,260,0.5,0,1.9200000762939453,transactional,https://wassersfurniture.com/kac-genuine-suede-throw-pillows.html,legacy .html,False,2026-01-31 09:18:33 +00:00
where to buy glass table top,38,53,260,0.5,0,1.350000023841858,transactional,https://wassersfurniture.com/furniture/diningroom/glass-tops.html,legacy .html,False,2026-04-16 20:44:23 +00:00
borowski glass,29,36,210,0.5,0,1.809999942779541,transactional,https://wassersfurniture.com/borowski-armadillo.html,legacy .html,False,2026-04-26 09:10:34 +00:00
modern leather arm chair,35,49,210,0.5,0,2.7699999809265137,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/chairs.html,legacy .html,False,2026-04-24 13:18:11 +00:00
robert sonneman floor lamp,18,30,140,0.5,0,1.2999999523162842,transactional,https://wassersfurniture.com/vintage-sonneman-floor-lamp.html,legacy .html,False,2026-04-30 01:32:43 +00:00
american signature leather sectional,13,17,90,0.5,0,2.0799999237060547,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/sectionals.html?p=2,legacy category,False,2026-05-04 04:55:47 +00:00
genuine suede sofa,13,18,90,0.5,0,1.8600000143051147,transactional,https://wassersfurniture.com/princeton-sectional-genuine-ultra-suede-r.html,legacy .html,False,2026-05-03 13:33:49 +00:00
chow tables,12,16,90,0.5,0,1.0700000524520874,transactional,https://wassersfurniture.com/ebh-chow-coffee-table.html,legacy .html,False,2026-03-26 12:02:17 +00:00
embossed leather chairs,12,17,70,0.5,0,0.9399999976158142,transactional,https://wassersfurniture.com/dining-chair-made-in-italy-in-stock-croc-embossed-leather.html,legacy .html,False,2026-05-07 20:01:12 +00:00
oggetti showtime coffee table,12,16,70,0.5,0,2.2699999809265137,transactional,https://wassersfurniture.com/oggetti-showtime-orgo-table-veneer.html,legacy .html,False,2026-05-28 15:26:33 +00:00
pietro costantini chairs,12,17,70,0.5,0,1.2200000286102295,transactional,https://wassersfurniture.com/shop-by-brand/a-c/costantini-pietro-furniture.html,legacy .html,False,2026-04-06 08:20:52 +00:00
gamma arredamenti sofa,11,15,50,0.5,6,2.190000057220459,transactional,https://wassersfurniture.com/shop-by-brand/d-g/gamma-arredamenti-leather.html,legacy .html,False,2026-04-08 23:26:40 +00:00
karges chairs,11,15,50,0.5,0,0.2800000011920929,transactional,https://wassersfurniture.com/antique-karges-chairs-set-of-4.html,legacy .html,False,2026-04-11 08:53:38 +00:00
nola rocking chair,11,17,50,0.5,0,0.3499999940395355,transactional,https://wassersfurniture.com/american-leather-nolan-rocking-chair.html,legacy .html,False,2026-03-25 20:43:40 +00:00
bacharach swivel chair,10,11,40,0.5,0,0.6399999856948853,transactional,https://wassersfurniture.com/jonathon-adler-bacharach-swivel-chair-quickship.html,legacy .html,False,2026-04-16 16:16:14 +00:00
gotya covered,10,12,40,0.5,21,,informational,https://wassersfurniture.com/shop-by-brand/d-g/gotcha-covered.html,legacy .html,False,2026-04-11 18:45:25 +00:00
huxley bi cast leather mid century armless chair,11,14,30,0.5,0,,transactional,https://wassersfurniture.com/furniture/mid-century.html,legacy .html,False,2026-03-08 14:58:32 +00:00
american leather sleeper sofa for sale,67,86,210,0.4,9,3.4200000762939453,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-sleeper-by-american-leather.html,legacy .html,False,2026-04-29 18:26:53 +00:00
aqua glass floor lamp,40,52,210,0.4,0,0.7300000190734863,transactional,https://wassersfurniture.com/furniture/lighting/floor.html,legacy .html,False,2026-04-29 18:07:31 +00:00
boyes store,68,80,210,0.4,11,0.6299999952316284,navigational,https://wassersfurniture.com/shop-by-brand/a-c/carrol-boyes.html,legacy .html,False,2026-04-29 16:36:51 +00:00
cattelan italia furniture,49,68,210,0.4,10,5.039999961853027,navigational,https://wassersfurniture.com/shop-by-brand/a-c/cattelan-italia.html,legacy .html,False,2026-05-02 06:43:30 +00:00
creative design furniture,47,62,210,0.4,0,2.1600000858306885,commercial,https://wassersfurniture.com/shop-by-brand/a-c/creative-elegance.html,legacy .html,False,2026-04-29 06:17:24 +00:00
leather bed sheet,27,37,210,0.4,0,0.6499999761581421,transactional,https://wassersfurniture.com/american-leather-comfort-sleeper-gotcha-covered-white-sheet-set-sea-salt.html,legacy .html,False,2026-04-02 20:49:42 +00:00
where to buy american leather sleeper sofa,54,72,210,0.4,4,5.050000190734863,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-sleeper-by-american-leather.html,legacy .html,False,2026-04-29 21:21:37 +00:00
phillips collection high point,58,73,170,0.4,21,3.75,navigational,https://wassersfurniture.com/shop-by-brand/l-p/phillips-collection.html,legacy .html,False,2026-03-05 07:23:58 +00:00
faux leather mattress cover,20,26,170,0.4,0,0.5099999904632568,transactional,https://wassersfurniture.com/american-leather-comfort-sleeper-gotcha-covered-organic-mattress-protector.html,legacy .html,False,2026-04-30 23:00:37 +00:00
monte rocking chair,21,29,170,0.4,0,1.149999976158142,transactional,https://wassersfurniture.com/shop-by-brand/l-p/monte-design.html,legacy .html,False,2026-04-30 05:43:00 +00:00
american leather sleeper chair,32,46,170,0.4,4,1.9800000190734863,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-sleeper-by-american-leather.html,legacy .html,False,2026-05-01 04:10:56 +00:00
beaded boho chandelier,37,53,170,0.4,0,1.2200000286102295,transactional,https://wassersfurniture.com/little-wasser-s-boho-wood-bead-chandelier.html,legacy .html,False,2026-03-06 16:42:18 +00:00
bontempi casa,44,56,170,0.4,1,3.430000066757202,navigational,https://wassersfurniture.com/shop-by-brand/a-c/bontempi-casa.html?p=7,legacy category,False,2026-05-01 02:29:32 +00:00
brown suede pillow,62,84,170,0.4,0,1.5499999523162842,transactional,https://wassersfurniture.com/kac-genuine-suede-throw-pillows.html,legacy .html,False,2025-10-31 13:56:40 +00:00
gamma arredamenti,27,33,170,0.4,0,1.409999966621399,navigational,https://wassersfurniture.com/shop-by-brand/d-g/gamma-arredamenti-leather.html,legacy .html,False,2026-04-30 22:29:01 +00:00
glass table top and chairs,35,48,170,0.4,0,1.350000023841858,transactional,https://wassersfurniture.com/furniture/diningroom/glass-tops.html,legacy .html,False,2026-04-30 22:13:40 +00:00
leather sofa fabric ottoman,51,70,170,0.4,0,0.6399999856948853,transactional,https://wassersfurniture.com/genuine-leather-ottomans-in-stock.html,legacy .html,False,2026-04-30 08:04:07 +00:00
leather wood ottoman,94,114,170,0.4,0,1.9900000095367432,transactional,https://wassersfurniture.com/genuine-leather-ottomans-in-stock.html,legacy .html,False,2026-04-30 07:54:29 +00:00
linie design carpets,40,60,170,0.4,3,2.5999999046325684,transactional,https://wassersfurniture.com/shop-by-brand/l-p/linie-design.html,legacy .html,False,2026-04-30 07:44:06 +00:00
linie rug,25,32,170,0.4,1,2.5999999046325684,informational,https://wassersfurniture.com/shop-by-brand/l-p/linie-design.html,legacy .html,False,2026-04-30 07:36:59 +00:00
mid century modern leather armchair,47,67,170,0.4,0,1.8700000047683716,transactional,https://wassersfurniture.com/furniture/mid-century.html,legacy .html,False,2026-04-04 11:50:33 +00:00
monte chairs,30,37,170,0.4,0,2.0399999618530273,transactional,https://wassersfurniture.com/shop-by-brand/l-p/monte-design.html,legacy .html,False,2026-04-30 05:47:53 +00:00
monte como glider,24,29,170,0.4,0,1.9900000095367432,transactional,https://wassersfurniture.com/chair-monte-design-como-glider.html,legacy .html,False,2026-04-30 05:50:03 +00:00
parker sofa,37,56,170,0.4,0,3.5899999141693115,transactional,https://wassersfurniture.com/american-leather-parker-leather-sofa-showroom-sample-sale.html,legacy .html,False,2026-04-30 03:43:40 +00:00
bontempi furniture,50,70,140,0.4,9,2.309999942779541,navigational,https://wassersfurniture.com/shop-by-brand/a-c/bontempi-casa.html?p=5,legacy category,False,2026-05-01 02:29:49 +00:00
gaines comfort sleeper,36,44,140,0.4,0,8.779999732971191,transactional,https://wassersfurniture.com/products/gaines-comfort-sleeper-sectional-sofa,shopify /products/,False,2026-04-30 22:10:15 +00:00
american leather ottomans,18,22,110,0.4,0,1.2300000190734863,transactional,https://wassersfurniture.com/furniture/livingroom/ottomans.html,legacy .html,False,2026-05-04 04:49:46 +00:00
goatskin coffee table,17,22,90,0.4,0,0.5199999809265137,transactional,https://wassersfurniture.com/vintage-goatskin-coffee-table-or-console-table.html,legacy .html,False,2026-05-07 20:24:07 +00:00
goatskin table,16,22,90,0.4,0,0.6899999976158142,transactional,https://wassersfurniture.com/vintage-goatskin-coffee-table-or-console-table.html,legacy .html,False,2026-05-07 20:26:53 +00:00
houston sectional,14,20,70,0.4,0,3.0999999046325684,commercial,https://wassersfurniture.com/kac-houston-sectional-down-cushions-premium-genuine-leather.html,legacy .html,False,2026-04-11 15:46:15 +00:00
american leather stores,16,22,70,0.4,5,3.6600000858306885,navigational,https://wassersfurniture.com/shop-by-brand/a-c/american-leather.html,legacy .html,False,2026-02-03 12:04:30 +00:00
viz glass chandeliers,13,18,50,0.4,0,1.0499999523162842,transactional,https://wassersfurniture.com/viz-art-glass-aurora-chandelier.html,legacy .html,False,2026-04-07 13:00:42 +00:00
african print dining chairs,12,15,50,0.4,0,9.899999618530273,informational,https://wassersfurniture.com/swivel-chair-custom-african-print-fabric.html,legacy .html,False,2026-03-26 20:07:22 +00:00
onyx console table,12,18,50,0.4,0,1.0099999904632568,transactional,https://wassersfurniture.com/stone-international-onyx-console-table-with-wood-legs.html,legacy .html,False,2026-03-26 23:25:35 +00:00
stanton leather sofa,11,16,40,0.4,0,2.049999952316284,transactional,https://wassersfurniture.com/american-leather-stanton-leather-sectional-showroom-sample-sale.html,legacy .html,False,2026-04-13 14:09:25 +00:00
wing coffee table,9,13,30,0.4,0,6.340000152587891,transactional,https://wassersfurniture.com/dia-design-institute-of-america-wings-coffee-table-370-07.html,legacy .html,False,2026-02-06 10:11:29 +00:00
american sleeper sofa,21,33,170,0.3,4,3.069999933242798,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-sleeper-by-american-leather.html,legacy .html,False,2026-05-02 11:31:19 +00:00
american leather king sleeper sofa,21,31,170,0.3,2,2.180000066757202,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-sleeper-by-american-leather.html,legacy .html,False,2026-04-07 06:17:59 +00:00
monte design beds,21,26,140,0.3,0,1.8700000047683716,informational,https://wassersfurniture.com/monte-design-dorma-twin-bed-with-trundle.html,legacy .html,False,2026-05-03 05:16:10 +00:00
american leather malibu,22,26,140,0.3,0,0.6399999856948853,transactional,https://wassersfurniture.com/american-leather-malibu-sectional-20-day-custom-made-quickship.html,legacy .html,False,2026-05-02 11:42:44 +00:00
sonneman lamps,22,34,140,0.3,0,0.9700000286102295,transactional,https://wassersfurniture.com/vintage-sonneman-suspended-table-lamp.html,legacy .html,False,2026-04-30 00:25:37 +00:00
surya ottoman,22,24,140,0.3,0,2.75,informational,https://wassersfurniture.com/surya-cowhide-brindle-leather-pouf-ottoman.html,legacy .html,False,2025-09-08 22:50:40 +00:00
accent chairs aqua,41,57,140,0.3,0,1.3799999952316284,transactional,https://wassersfurniture.com/furniture/livingroom/chairs.html,legacy .html,False,2026-03-06 17:03:58 +00:00
alligator chair,33,48,140,0.3,0,0.7699999809265137,transactional,https://wassersfurniture.com/dining-chair-made-in-italy-in-stock-croc-embossed-leather.html,legacy .html,False,2026-05-02 11:50:45 +00:00
american leather near me,27,30,140,0.3,0,3.430000066757202,commercial,https://wassersfurniture.com/shop-by-brand/a-c/american-leather.html,legacy .html,False,2026-05-27 08:29:40 +00:00
american leather sleeper sectional,38,54,140,0.3,9,2.619999885559082,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-sleeper-by-american-leather.html,legacy .html,False,2026-05-02 11:40:17 +00:00
century furniture dining table,28,37,140,0.3,0,1.350000023841858,transactional,https://wassersfurniture.com/century-furniture-gathering-extension-dining-table.html,legacy .html,False,2026-03-06 22:06:59 +00:00
century furniture dining tables,29,35,140,0.3,0,1.350000023841858,commercial,https://wassersfurniture.com/century-furniture-gathering-extension-dining-table.html,legacy .html,False,2026-03-06 22:07:40 +00:00
claw foot dining room chairs,35,53,140,0.3,0,0.3700000047683716,transactional,https://wassersfurniture.com/coastal-living-ball-claw-dining-chairs-set-of-6.html,legacy .html,False,2025-11-01 16:06:50 +00:00
gender neutral nursery rug,44,65,140,0.3,0,1.4500000476837158,transactional,https://wassersfurniture.com/baby-neutral-room-rug.html,legacy .html,False,2026-05-01 23:48:48 +00:00
gender neutral nursery rugs,30,47,140,0.3,0,1.4500000476837158,transactional,https://wassersfurniture.com/baby-neutral-room-rug.html,legacy .html,False,2025-10-01 12:09:56 +00:00
gender-neutral nursery rug,39,59,140,0.3,0,1.4500000476837158,transactional,https://wassersfurniture.com/baby-neutral-room-rug.html,legacy .html,False,2026-01-25 05:34:24 +00:00
italian leather dining chairs,49,70,140,0.3,0,3.380000114440918,transactional,https://wassersfurniture.com/dining-chair-made-in-italy-in-stock-croc-embossed-leather.html,legacy .html,False,2026-05-01 19:59:55 +00:00
jarris,65,72,140,0.3,5,,informational,https://wassersfurniture.com/missoni-home-jarris-jamilena-cushion-free-pickup-free-shipping.html,legacy .html,False,2026-05-01 19:42:02 +00:00
leather seating chairs,45,65,140,0.3,0,2.4700000286102295,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/chairs.html,legacy .html,False,2025-09-24 11:52:12 +00:00
liquid filled furniture,33,41,140,0.3,0,,transactional,https://wassersfurniture.com/,homepage,False,2026-05-01 18:14:47 +00:00
monte design bed,20,27,140,0.3,0,1.8700000047683716,transactional,https://wassersfurniture.com/monte-design-dorma-trundle-bed.html,legacy .html,False,2026-04-06 11:31:25 +00:00
54 in round glass table top,21,31,110,0.3,0,2.7100000381469727,transactional,https://wassersfurniture.com/glass-table-top-54-round-quickship.html,legacy .html,False,2026-03-07 10:18:40 +00:00
american leather danford,13,15,70,0.3,0,1.0199999809265137,navigational,https://wassersfurniture.com/american-leather-danford-sectional-bison-leather.html,legacy .html,False,2026-03-26 04:02:55 +00:00
stone extendable dining table,16,22,50,0.3,0,2.2300000190734863,transactional,https://wassersfurniture.com/tessellated-stone-x-extendable-dining-table.html,legacy .html,False,2026-03-26 01:52:01 +00:00
phillips collection seat belt chair,12,15,50,0.3,0,2.4600000381469727,transactional,https://wassersfurniture.com/phillips-collection-seatbelt-dining-chair-1.html,legacy .html,False,2026-03-26 19:37:10 +00:00
american leather beds,13,19,50,0.3,0,3.299999952316284,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/beds.html,legacy .html,False,2026-04-12 17:22:51 +00:00
tempur-pedic cloud luxe discontinued,13,16,50,0.3,0,6.699999809265137,transactional,https://wassersfurniture.com/tempur-cloud-luxe-breeze.html,legacy .html,False,2026-03-23 20:56:44 +00:00
american made accent chairs,14,18,50,0.3,0,3.369999885559082,transactional,https://wassersfurniture.com/furniture/livingroom/chairs.html,legacy .html,False,2026-03-26 04:05:41 +00:00
spanish colonial sideboard,14,19,50,0.3,0,0.5600000023841858,transactional,https://wassersfurniture.com/vintage-spanish-colonial-buffet.html,legacy .html,False,2026-04-10 11:59:01 +00:00
american leather website,15,17,50,0.3,1,0.8299999833106995,navigational,https://wassersfurniture.com/shop-by-brand/a-c/american-leather.html,legacy .html,False,2026-03-27 11:51:26 +00:00
oggetti coffee table,12,17,40,0.3,0,1.7200000286102295,transactional,https://wassersfurniture.com/shop-by-brand/l-p/oggetti.html,legacy .html,False,2026-04-10 23:13:25 +00:00
pink beaded chandelier,12,16,40,0.3,0,0.9599999785423279,transactional,https://wassersfurniture.com/little-wasser-s-boho-wood-bead-pink-chandelier.html,legacy .html,False,2026-04-13 22:37:09 +00:00
american recliners,13,19,40,0.3,0,1.340000033378601,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/american-leather-re-invented-recliners.html,legacy .html,False,2026-04-12 17:22:39 +00:00
sonos amp power,13,17,40,0.3,0,1.3199999332427979,transactional,https://wassersfurniture.com/sonos-connect-amp.html,legacy .html,False,2026-04-10 12:10:37 +00:00
american signature furniture sleeper sofa,15,18,40,0.3,0,5.309999942779541,transactional,https://wassersfurniture.com/american-leather-breckin-comfort-sleeper-chaise.html,legacy .html,False,2026-03-26 06:49:54 +00:00
leather arm chairs for sale,10,15,30,0.3,0,1.100000023841858,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/chairs.html,legacy .html,False,2026-03-02 12:22:50 +00:00
lenticular artist,10,15,30,0.3,0,,informational,https://wassersfurniture.com/marc-rudinsky-framed-3-d-lenticular-art-scarface.html,legacy .html,False,2026-03-02 11:57:11 +00:00
modern furniture aventura fl,10,12,30,0.3,0,4.779999732971191,navigational,https://wassersfurniture.com/,homepage,False,2026-04-17 23:37:45 +00:00
steamer trunk furniture,12,17,30,0.3,0,1.0399999618530273,transactional,https://wassersfurniture.com/steamer-trunk-coffee-table-on-display-quickship.html,legacy .html,False,2026-03-10 13:10:23 +00:00
jesper office,11,13,30,0.3,0,7.099999904632568,navigational,https://wassersfurniture.com/jesper-office-expando-zen-esp-250-storage-system-expresso.html,legacy .html,False,2026-03-02 13:01:56 +00:00
thayer coggin clip sectional,11,15,30,0.3,0,2.3600001335144043,navigational,https://wassersfurniture.com/thayer-coggin-cool-clip-sectional.html,legacy .html,False,2026-04-17 02:06:09 +00:00
tempur cloud luxe king,10,11,20,0.3,0,4.070000171661377,transactional,https://wassersfurniture.com/tempur-cloud-luxe-breeze.html,legacy .html,False,2026-02-27 18:10:50 +00:00
piccola table lamp,11,15,20,0.3,0,6.739999771118164,transactional,https://wassersfurniture.com/pablo-piccola-table-lamp.html,legacy .html,False,2026-04-17 22:55:16 +00:00
pablo contour floor lamp,53,68,140,0.2,0,2.990000009536743,navigational,https://wassersfurniture.com/shop-by-brand/l-p/pablo-designs.html,legacy .html,False,2026-03-21 23:29:48 +00:00
american leather sleeper sofa sheets,22,25,110,0.2,0,7.989999771118164,transactional,https://wassersfurniture.com/american-leather-comfort-sleeper-gotcha-covered-luxe-collection-fog-cotton-sheet-set-in-stock.html,legacy .html,False,2026-05-02 11:39:00 +00:00
airplane desk restoration hardware,26,34,110,0.2,0,0.550000011920929,navigational,https://wassersfurniture.com/airplane-wing-desk.html,legacy .html,False,2026-05-04 05:24:16 +00:00
american leather full size sleeper sofa,38,50,110,0.2,1,2.630000114440918,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/comfort-sleeper-by-american-leather.html,legacy .html,False,2026-05-04 04:49:07 +00:00
american leather ottoman,25,35,110,0.2,0,1.2300000190734863,transactional,https://wassersfurniture.com/furniture/livingroom/ottomans.html,legacy .html,False,2026-05-04 04:57:38 +00:00
american leather recliner sofa,42,64,110,0.2,0,1.7899999618530273,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/american-leather-re-invented-recliners.html,legacy .html,False,2026-05-04 05:00:10 +00:00
american leather sofa bed sheets,26,30,110,0.2,0,7.989999771118164,transactional,https://wassersfurniture.com/american-leather-comfort-sleeper-gotcha-covered-luxe-collection-fog-cotton-sheet-set-in-stock.html,legacy .html,False,2026-05-02 11:31:53 +00:00
babyletto non toxic crib,23,33,110,0.2,0,,transactional,https://wassersfurniture.com/crib-mattress-babyletto-coco-core-non-toxic-crib-mattress-with-smart-cover-m5326ba.html,legacy .html,False,2026-05-05 20:37:42 +00:00
chairs american furniture,72,93,110,0.2,0,0.5199999809265137,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/chairs.html,legacy .html,False,2026-02-01 22:44:37 +00:00
faux leather bedding,30,41,110,0.2,0,0.7300000190734863,transactional,https://wassersfurniture.com/american-leather-comfort-sleeper-gotcha-covered-white-sheet-set-sea-salt.html,legacy .html,False,2026-04-06 22:42:41 +00:00
glass top dining room table and chairs,49,67,110,0.2,0,1.4500000476837158,commercial,https://wassersfurniture.com/furniture/diningroom/glass-tops.html,legacy .html,False,2026-03-07 07:18:44 +00:00
leather cocktail chair,76,95,110,0.2,0,1.1800000667572021,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/chairs.html,legacy .html,False,2026-02-18 21:07:11 +00:00
linie design,30,36,110,0.2,2,2.5199999809265137,navigational,https://wassersfurniture.com/shop-by-brand/l-p/linie-design.html,legacy .html,False,2026-05-03 07:04:48 +00:00
linie design florentine,39,45,110,0.2,0,3.7799999713897705,navigational,https://wassersfurniture.com/shop-by-brand/l-p/linie-design.html,legacy .html,False,2026-05-01 18:20:11 +00:00
milo baughman chair thayer coggin,33,43,110,0.2,0,0.09000000357627869,informational,https://wassersfurniture.com/thayer-coggin-bad-habit-1237-102-wing-chair-ottoman-milo-baughman-come-in-try-it-out.html,legacy .html,False,2025-10-14 07:31:43 +00:00
wood leather arm chair,63,84,110,0.2,0,2.9100000858306885,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/chairs.html,legacy .html,False,2025-10-01 15:39:32 +00:00
chevron furniture,45,60,90,0.2,0,6.929999828338623,navigational,https://wassersfurniture.com/,homepage,False,2026-05-28 12:12:25 +00:00
spanish style buffet,22,32,90,0.2,0,1.1299999952316284,commercial,https://wassersfurniture.com/vintage-spanish-colonial-buffet.html,legacy .html,False,2026-05-04 18:11:39 +00:00
american leather gaines sleeper sofa,61,72,90,0.2,0,3.450000047683716,transactional,https://wassersfurniture.com/products/gaines-comfort-sleeper-sectional-sofa,shopify /products/,False,2026-05-04 05:00:02 +00:00
american leather sectional sofa,32,44,90,0.2,0,1.350000023841858,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/sectionals.html?p=2,legacy category,False,2026-05-05 22:03:39 +00:00
american leather sofa sectional,35,49,90,0.2,7,1.350000023841858,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/sectionals.html?p=2,legacy category,False,2026-05-05 22:03:39 +00:00
dolzago linie design,42,49,90,0.2,0,,informational,https://wassersfurniture.com/shop-by-brand/l-p/linie-design.html,legacy .html,False,2026-05-03 17:36:10 +00:00
gamma furniture italy,50,66,90,0.2,9,3.869999885559082,navigational,https://wassersfurniture.com/shop-by-brand/d-g/gamma-arredamenti-leather.html?p=4,legacy category,False,2026-05-05 09:14:53 +00:00
glass dining table top,23,33,90,0.2,0,3.200000047683716,transactional,https://wassersfurniture.com/furniture/diningroom/glass-tops.html,legacy .html,False,2026-05-05 08:57:52 +00:00
mattress pads for sleeper sofas,50,56,90,0.2,0,1.8600000143051147,transactional,https://wassersfurniture.com/american-leather-comfort-sleeper-gotcha-covered-mattress-protector-classic-collection.html,legacy .html,False,2025-07-19 14:23:08 +00:00
nicoletti calia sofa,33,40,90,0.2,0,2.259999990463257,transactional,https://wassersfurniture.com/shop-by-brand/l-p/nicoletticalia-sofas.html,legacy .html,False,2026-05-03 04:17:28 +00:00
nicoletti calia sofas,31,39,90,0.2,0,2.259999990463257,transactional,https://wassersfurniture.com/shop-by-brand/l-p/nicoletticalia-sofas.html,legacy .html,False,2026-05-03 04:17:29 +00:00
usa leather furniture company,65,81,90,0.2,3,2.9600000381469727,navigational,https://wassersfurniture.com/shop-by-brand/a-c/american-leather.html,legacy .html,False,2026-05-28 08:52:10 +00:00
variable balans kneeling chair,19,29,70,0.2,0,1.409999966621399,transactional,https://wassersfurniture.com/varier-variable-balans-ergonomic-task-chair-with-backrest-free-shipping-no-tax.html,legacy .html,False,2026-03-07 11:41:36 +00:00
american leather aaron chair,18,23,70,0.2,0,1.5299999713897705,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/chairs.html,legacy .html,False,2026-04-09 21:50:12 +00:00
american leather brand,18,23,70,0.2,5,1.8399999141693115,navigational,https://wassersfurniture.com/shop-by-brand/a-c/american-leather.html,legacy .html,False,2026-03-26 04:04:46 +00:00
american leather sleeper sofa clearance,15,23,70,0.2,0,1.9500000476837158,transactional,https://wassersfurniture.com/american-leather-payton-comfort-sleeper-floor-sample-sale.html,legacy .html,False,2025-12-24 21:54:23 +00:00
aqua furniture,56,72,70,0.2,0,0.7900000214576721,transactional,https://wassersfurniture.com/,homepage,False,2026-03-23 13:47:46 +00:00
actona company,20,23,70,0.2,8,,navigational,https://wassersfurniture.com/shop-by-brand/a-c/actona-furniture.html,legacy .html,False,2026-03-26 00:03:58 +00:00
actona,22,26,70,0.2,0,,informational,https://wassersfurniture.com/shop-by-brand/a-c/actona-furniture.html,legacy .html,False,2026-04-09 22:06:46 +00:00
american made recliner chairs,78,103,50,0.2,11,2.3299999237060547,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/american-leather-re-invented-recliners.html,legacy .html,False,2026-03-22 13:06:43 +00:00
bookcase nyc,59,88,50,0.2,0,7.269999980926514,transactional,https://wassersfurniture.com/romina-furniture-new-york-bookcase.html,legacy .html,False,2026-02-01 08:02:31 +00:00
famous leather chair,18,30,50,0.2,23,0.7900000214576721,informational,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/chairs.html,legacy .html,False,2026-03-25 15:05:37 +00:00
viz glass chandelier,18,24,50,0.2,0,1.0499999523162842,transactional,https://wassersfurniture.com/viz-art-glass-aurora-chandelier.html,legacy .html,False,2026-04-07 12:51:15 +00:00
american leather bed,16,23,50,0.2,0,3.299999952316284,transactional,https://wassersfurniture.com/shop-by-brand/a-c/american-leather/beds.html,legacy .html,False,2026-04-12 17:31:39 +00:00
american leather menlo park,17,19,50,0.2,0,3.1600000858306885,navigational,https://wassersfurniture.com/american-leather-menlo-park-sectional.html,legacy .html,False,2026-04-09 21:50:30 +00:00
carrol boyes second hand,17,21,50,0.2,0,,transactional,https://wassersfurniture.com/shop-by-brand/a-c/carrol-boyes.html,legacy .html,False,2026-04-12 08:08:21 +00:00
