domain,category,keywords_in_space,etv_in_space,traffic_share_pct,avg_position,visibility
colonialpatterns.com,brand/retail,4,425,0.0,14.8,1.8
pillowfever.com,brand/retail,8,425,0.0,16.6,2.1
torkglobal.com,brand/retail,2,424,0.0,10.5,1.1
ibena.com,brand/retail,4,423,0.0,9.2,1.3
breadtopia.com,brand/retail,2,422,0.0,6.0,1.0
mattressdoctoronline.com,brand/retail,3,421,0.0,29.3,0.1
hartsfabric.com,brand/retail,7,421,0.0,41.3,0.1
cos.com,brand/retail,15,421,0.0,39.3,1.2
milliardbrands.com,brand/retail,4,421,0.0,11.2,2.2
todayshomeowner.com,brand/retail,3,420,0.0,18.0,0.1
notifyre.com,brand/retail,2,420,0.0,7.5,0.7
carolinacottons.net,brand/retail,5,420,0.0,9.0,1.8
therealreal.com,brand/retail,6,419,0.0,13.0,0.7
tamarasjoy.com,brand/retail,2,419,0.0,6.5,0.9
colchestermillfabricsandquilting.com,brand/retail,3,419,0.0,6.7,1.3
lapdesk.com,brand/retail,2,419,0.0,5.0,1.2
pushplinen.com,brand/retail,26,418,0.0,32.7,0.3
lehmans.com,brand/retail,4,418,0.0,9.0,1.1
carohome.com,brand/retail,4,418,0.0,17.0,1.3
crosswordsolver.org,brand/retail,2,417,0.0,2.5,1.7
houseofhawthornes.com,brand/retail,3,416,0.0,9.7,0.6
tapestrygirls.com,brand/retail,15,416,0.0,23.7,1.0
mybobs.com,brand/retail,19,416,0.0,21.1,2.1
sewsenoia.com,brand/retail,1,414,0.0,14.0,0.1
pexels.com,brand/retail,3,414,0.0,14.7,1.3
sweetgrasshome.com,brand/retail,3,414,0.0,19.7,1.3
doxdirect.com,brand/retail,2,414,0.0,4.5,1.3
greatermarylandpainmanagement.com,brand/retail,7,413,0.0,19.4,0.2
corefabricstore.com,brand/retail,5,413,0.0,20.6,0.7
greatmats.com,brand/retail,9,413,0.0,16.8,1.5
createwhimsy.com,brand/retail,12,411,0.0,24.5,0.9
zerowastestore.com,brand/retail,7,410,0.0,22.9,0.5
mayfairsilk.com,brand/retail,14,410,0.0,18.1,2.8
petite-plume.com,brand/retail,11,410,0.0,18.0,2.7
thecosplaypros.com,brand/retail,2,410,0.0,5.0,1.2
justtheinserts.com,brand/retail,1,409,0.0,6.0,0.5
kindlaundry.com,brand/retail,1,409,0.0,6.0,0.5
pinkheartquilting.com,brand/retail,1,409,0.0,6.0,0.5
swpea.com,brand/retail,1,409,0.0,6.0,0.5
touchfreeconcepts.com,brand/retail,1,409,0.0,6.0,0.5
flylordsmag.com,brand/retail,1,409,0.0,6.0,0.5
wawak.com,brand/retail,4,409,0.0,9.0,1.6
bright.com,brand/retail,3,408,0.0,31.3,0.8
universalcompanies.com,brand/retail,2,408,0.0,5.5,1.1
themayfairhall.com,brand/retail,4,407,0.0,43.2,0.9
alleghenycounty.us,brand/retail,2,406,0.0,12.5,0.1
bernina.com,brand/retail,4,406,0.0,13.0,1.0
ign.com,brand/retail,2,406,0.0,4.5,1.3
couleurnature.com,brand/retail,2,405,0.0,16.0,0.6
hdsupplysolutions.com,brand/retail,2,405,0.0,6.0,1.0
stuartrental.com,brand/retail,2,405,0.0,7.5,0.8
hbyfrette.com,brand/retail,5,405,0.0,5.8,2.6
us.drakes.com,brand/retail,5,404,0.0,14.2,1.9
lush.com,brand/retail,4,404,0.0,12.8,1.9
twinklebeds.com,brand/retail,7,403,0.0,21.4,0.3
hestanculinary.com,brand/retail,2,403,0.0,10.0,0.3
food52.com,brand/retail,12,403,0.0,18.8,1.8
pennersinc.com,brand/retail,2,403,0.0,5.5,1.1
perlis.com,brand/retail,2,403,0.0,7.5,1.0
dottiesdelights.com,brand/retail,2,403,0.0,2.0,1.8
secretlinenstore.com,brand/retail,51,402,0.0,33.7,0.6
beautypillow.com,brand/retail,2,402,0.0,7.5,1.1
allergyasthmatech.com,brand/retail,4,401,0.0,17.0,0.4
travelonbags.com,brand/retail,8,399,0.0,25.2,1.1
advantagemedical.com,brand/retail,28,399,0.0,33.5,0.4
truenorthfurs.com,brand/retail,2,399,0.0,5.0,1.2
advan-ergo.com,brand/retail,3,399,0.0,28.3,0.9
shopcuup.com,brand/retail,54,398,0.0,38.2,0.6
spencersonline.com,brand/retail,15,398,0.0,32.9,0.7
texontowel.com,brand/retail,7,398,0.0,12.9,2.0
americantall.com,brand/retail,10,398,0.0,26.9,2.1
collegecovers.com,brand/retail,2,398,0.0,7.5,1.1
toddsnyder.com,brand/retail,32,397,0.0,25.3,3.0
renttherunway.com,brand/retail,24,396,0.0,36.8,0.9
refinery29.com,brand/retail,39,396,0.0,38.3,0.5
rainbowmedicalsupplies.com,brand/retail,2,396,0.0,7.0,1.0
fewmoda.com,brand/retail,4,396,0.0,30.8,0.9
amerockforless.com,brand/retail,4,396,0.0,42.8,0.9
doitbest.com,brand/retail,4,395,0.0,48.2,0.0
residentessentials.com,brand/retail,3,395,0.0,23.3,0.0
us.loropiana.com,brand/retail,10,395,0.0,24.8,2.0
chewy.com,brand/retail,7,395,0.0,21.7,1.2
quiltcompany.com,brand/retail,2,395,0.0,7.5,0.7
bambooswitch.com,brand/retail,4,395,0.0,17.8,0.9
macksearplugs.com,brand/retail,1,395,0.0,1.0,1.0
bittersweetquiltshop.com,brand/retail,1,395,0.0,1.0,1.0
thistlefarms.org,brand/retail,1,395,0.0,1.0,1.0
shopjarbo.com,brand/retail,1,395,0.0,1.0,1.0
battlesports.com,brand/retail,1,395,0.0,1.0,1.0
softtexsleep.com,brand/retail,1,395,0.0,1.0,1.0
littlepillowny.com,brand/retail,1,395,0.0,1.0,1.0
drycleanusa.us,brand/retail,1,395,0.0,1.0,1.0
thelaundrystationks.com,brand/retail,1,395,0.0,1.0,1.0
candfhome.store,brand/retail,1,395,0.0,1.0,1.0
trueorangeboutique.com,brand/retail,1,395,0.0,1.0,1.0
bloomtowel.com,brand/retail,1,395,0.0,1.0,1.0
theaterseatstore.com,brand/retail,1,395,0.0,1.0,1.0
redroosterquilts.com,brand/retail,1,395,0.0,1.0,1.0
develop-your-oc.tumblr.com,brand/retail,1,395,0.0,1.0,1.0
mariettasquiltandsew.com,brand/retail,1,395,0.0,1.0,1.0
southpark.fandom.com,brand/retail,1,395,0.0,1.0,1.0
breathe-zy.com,brand/retail,1,395,0.0,1.0,1.0
burleyclay.com,brand/retail,1,395,0.0,1.0,1.0
shopamericanthreads.com,brand/retail,1,395,0.0,1.0,1.0
selectblinds.com,brand/retail,1,395,0.0,1.0,1.0
mariechantal.com,brand/retail,1,395,0.0,1.0,1.0
cordaroys.com,brand/retail,1,395,0.0,1.0,1.0
post-it.com,brand/retail,1,395,0.0,1.0,1.0
irishlinenvictoria.com,brand/retail,1,395,0.0,1.0,1.0
scentair.com,brand/retail,1,395,0.0,1.0,1.0
hookandloop.com,brand/retail,1,395,0.0,1.0,1.0
jerrysartarama.com,brand/retail,1,395,0.0,1.0,1.0
elderscrolls.fandom.com,brand/retail,1,395,0.0,1.0,1.0
seaboardbedding.com,brand/retail,1,395,0.0,1.0,1.0
intimia.com,brand/retail,1,395,0.0,1.0,1.0
bdkmint.com,brand/retail,1,395,0.0,1.0,1.0
betches.com,brand/retail,1,395,0.0,1.0,1.0
counter-couture.com,brand/retail,3,394,0.0,4.3,2.0
neutralcurtains.com,brand/retail,3,393,0.0,6.7,1.4
getcleanpeople.com,brand/retail,5,393,0.0,12.4,0.8
en.wiktionary.org,brand/retail,14,392,0.0,26.3,1.3
pierstbarth.com,brand/retail,7,392,0.0,7.7,3.3
repeatcrafterme.com,brand/retail,3,392,0.0,5.3,1.7
sherriquiltsalot.com,brand/retail,2,392,0.0,3.5,1.5
elviros.com,brand/retail,4,391,0.0,19.0,0.9
gokottalifestyle.com,brand/retail,6,391,0.0,8.2,1.9
northcott.com,brand/retail,2,390,0.0,25.5,0.1
denvermattress.furniturerow.com,brand/retail,1,389,0.0,16.0,0.1
staydrysystems.com,brand/retail,3,389,0.0,23.3,0.8
nwl.me,brand/retail,2,389,0.0,14.5,0.8
shopjaus.com,brand/retail,13,389,0.0,27.5,2.7
meganacollins.com,brand/retail,4,389,0.0,12.2,1.5
nappaleather.ca,brand/retail,1,389,0.0,2.0,0.9
bearingsdirect.com,brand/retail,1,389,0.0,2.0,0.9
royalcraftwood.com,brand/retail,1,389,0.0,2.0,0.9
edmundbell.com,brand/retail,1,389,0.0,2.0,0.9
fulllinestencil.com,brand/retail,1,389,0.0,2.0,0.9
paperpieces.com,brand/retail,1,389,0.0,2.0,0.9
hugimalsworld.com,brand/retail,1,389,0.0,2.0,0.9
clubglove.com,brand/retail,1,389,0.0,2.0,0.9
thepapermillstore.com,brand/retail,1,389,0.0,2.0,0.9
youmakeitsimple.com,brand/retail,1,389,0.0,2.0,0.9
americas.elizabethbradley.com,brand/retail,1,389,0.0,2.0,0.9
thescotlandkiltcompany.us,brand/retail,1,389,0.0,2.0,0.9
theslanket.com,brand/retail,1,389,0.0,2.0,0.9
spritesheetgenerator.online,brand/retail,1,389,0.0,2.0,0.9
powerfulmothering.com,brand/retail,1,389,0.0,2.0,0.9
sealyhome.com,brand/retail,2,389,0.0,4.0,1.4
shop.hbo.com,brand/retail,1,389,0.0,2.0,0.9
duckhead.com,brand/retail,1,389,0.0,2.0,0.9
lilyeve.store,brand/retail,1,389,0.0,2.0,0.9
lax.hzpt.com,brand/retail,1,389,0.0,2.0,0.9
nestwellhome.com,brand/retail,1,389,0.0,2.0,0.9
zenbivy.com,brand/retail,1,389,0.0,2.0,0.9
kelbournewoolens.com,brand/retail,1,389,0.0,2.0,0.9
bindertek.com,brand/retail,1,389,0.0,2.0,0.9
immunize.org,brand/retail,1,389,0.0,2.0,0.9
crazytights.ovh,brand/retail,1,389,0.0,2.0,0.9
sustainablesupply.com,brand/retail,8,388,0.0,34.5,0.4
necksolutions.com,brand/retail,42,388,0.0,35.7,0.4
foamforyou.com,brand/retail,12,388,0.0,14.8,2.2
glasschairmats.com,brand/retail,2,388,0.0,3.5,1.5
quiltersquest.com,brand/retail,2,386,0.0,45.0,0.0
zeliasquiltingstudio.com,brand/retail,2,386,0.0,49.0,0.0
quiltbasketncreations.com,brand/retail,2,386,0.0,56.5,0.0
sewsewstudio.com,brand/retail,2,386,0.0,58.0,0.0
gonesewin.com,brand/retail,2,386,0.0,61.0,0.0
fabricgardenquiltshop.com,brand/retail,2,386,0.0,62.0,0.0
thesewnquiltco.com,brand/retail,2,386,0.0,63.5,0.0
sewmuchmoore.com,brand/retail,2,385,0.0,3.5,1.5
sobelathome.com,brand/retail,23,384,0.0,23.3,5.1
studiokohler.com,brand/retail,4,384,0.0,3.5,3.0
harpersbazaar.com,brand/retail,6,383,0.0,17.7,0.5
pbslearningmedia.org,brand/retail,2,383,0.0,9.5,0.5
housedigest.com,brand/retail,13,382,0.0,35.1,1.4
linensociety.com,brand/retail,13,382,0.0,17.2,1.9
shower-buddy.com,brand/retail,2,382,0.0,4.5,1.3
lovebrand.com,brand/retail,2,382,0.0,1.5,1.9
bbhugme.com,brand/retail,4,381,0.0,22.0,0.1
fluffyslip.com,brand/retail,12,381,0.0,36.8,1.1
gflesch.com,brand/retail,3,381,0.0,5.0,1.8
wpp.solutions,brand/retail,2,380,0.0,26.5,0.0
halfmoonoutfitters.com,brand/retail,2,380,0.0,27.0,0.0
shophightide30a.com,brand/retail,2,380,0.0,38.5,0.0
midwest-textiles.com,brand/retail,2,380,0.0,45.0,0.0
inspireuplift.com,brand/retail,46,380,0.0,36.9,0.2
werkshoppe.com,brand/retail,3,380,0.0,9.3,1.1
scullyandscully.com,brand/retail,1,380,0.0,5.0,0.6
westerlindoutdoor.com,brand/retail,1,380,0.0,5.0,0.6
turnerseed.com,brand/retail,1,380,0.0,5.0,0.6
cloudpillo.com,brand/retail,1,380,0.0,5.0,0.6
shopbop.com,brand/retail,36,380,0.0,29.7,0.9
keepsakesquiltshop.com,brand/retail,1,380,0.0,5.0,0.6
360cookware.com,brand/retail,1,379,0.0,7.0,0.4
theoodie.com,brand/retail,3,379,0.0,10.3,0.9
janomejunkies.com,brand/retail,1,379,0.0,7.0,0.4
nectarsleep.co.uk,brand/retail,1,379,0.0,7.0,0.4
assistedliving.org,brand/retail,2,379,0.0,5.5,1.1
potterybarn.ca,brand/retail,17,378,0.0,21.7,0.2
bydawnnicole.com,brand/retail,2,377,0.0,14.5,0.1
mondanohome.com,brand/retail,4,377,0.0,19.2,0.1
slipintosoft.com,brand/retail,37,377,0.0,29.0,1.1
freepik.com,brand/retail,10,377,0.0,18.5,2.5
thedailybeast.com,brand/retail,13,376,0.0,28.9,1.2
panchosblanket.com,brand/retail,3,376,0.0,6.7,1.3
doordash.com,brand/retail,21,375,0.0,33.0,0.2
thegrounding.co,brand/retail,7,375,0.0,18.0,0.2
katiecouric.com,brand/retail,4,375,0.0,9.2,1.4
gracobaby.com,brand/retail,2,375,0.0,5.0,1.2
washingtonpost.com,brand/retail,20,374,0.0,34.2,0.5
kileysquiltroom.com,brand/retail,1,374,0.0,10.0,0.1
avery.com,brand/retail,6,374,0.0,22.0,1.7
drivenbydecor.com,brand/retail,4,373,0.0,8.2,1.5
keepsakes-etc.com,brand/retail,5,373,0.0,11.6,1.6
manchestercollection.com.au,brand/retail,2,372,0.0,7.5,0.8
bakersplus.com,brand/retail,7,371,0.0,25.9,0.7
helpsleeps.com,brand/retail,2,369,0.0,49.5,0.0
massagetools.com,brand/retail,3,369,0.0,11.0,0.9
simplybysimone.com,brand/retail,2,367,0.0,11.0,0.9
deviantart.com,brand/retail,5,367,0.0,7.2,2.0
brylanehome.com,brand/retail,6,366,0.0,23.3,0.2
thecurtainshop.com,brand/retail,2,366,0.0,17.0,0.6
exped.com,brand/retail,2,366,0.0,5.5,1.1
carawayhome.com,brand/retail,2,366,0.0,5.5,1.1
shantima.com,brand/retail,9,366,0.0,18.4,2.4
sugarfeather.com,brand/retail,2,366,0.0,2.5,1.7
shop.nikkibeach.com,brand/retail,2,365,0.0,3.0,1.6
braintan.com,brand/retail,2,365,0.0,3.0,1.6
shopstyle.com,brand/retail,59,364,0.0,36.4,1.0
rods.com,brand/retail,5,363,0.0,13.6,0.9
x.com,brand/retail,17,362,0.0,32.2,1.2
madeformums.com,brand/retail,4,361,0.0,17.0,0.2
albeebaby.com,brand/retail,4,361,0.0,18.5,0.9
3m.com,brand/retail,2,359,0.0,11.5,0.9
tuck.com,brand/retail,38,359,0.0,53.6,0.1
goodbed.com,brand/retail,12,359,0.0,18.8,3.1
noblemount.com,brand/retail,7,359,0.0,23.6,1.6
quiltednursery.com,brand/retail,2,359,0.0,11.5,0.9
shopgoodproducts.com,brand/retail,6,358,0.0,51.5,0.0
kids.marleylilly.com,brand/retail,2,358,0.0,13.0,0.8
codecademy.com,brand/retail,1,357,0.0,8.0,0.3
radicalteatowel.com,brand/retail,1,357,0.0,8.0,0.3
massmoca.org,brand/retail,1,357,0.0,8.0,0.3
cbsnews.com,brand/retail,2,357,0.0,6.5,0.9
quiltingroomwithmel.com,brand/retail,2,357,0.0,10.0,0.2
quiltingboard.com,brand/retail,19,357,0.0,17.6,1.6
blueridgehome.com,brand/retail,3,356,0.0,21.0,0.1
dickblick.com,brand/retail,10,356,0.0,22.2,1.1
girlandaseriousdream.com,brand/retail,10,356,0.0,21.0,2.5
snugzy.com,brand/retail,5,356,0.0,8.0,1.7
mollygreen.com,brand/retail,1,356,0.0,4.0,0.7
brainly.com,brand/retail,1,356,0.0,4.0,0.7
stencilsonline.com,brand/retail,1,356,0.0,4.0,0.7
soeos.com,brand/retail,1,356,0.0,4.0,0.7
redwineplease.com,brand/retail,1,356,0.0,4.0,0.7
kianao.com,brand/retail,1,356,0.0,4.0,0.7
plushible.com,brand/retail,1,356,0.0,4.0,0.7
donnasharp.com,brand/retail,8,356,0.0,16.6,1.7
soakandsleep.com,brand/retail,31,355,0.0,30.4,0.5
intimissimi.com,brand/retail,34,355,0.0,24.9,1.4
preparedhero.com,brand/retail,2,355,0.0,17.0,0.5
theorganicmattress.com,brand/retail,2,355,0.0,5.5,1.1
the-quilt-rack.com,brand/retail,3,354,0.0,7.7,1.0
thredup.com,brand/retail,12,353,0.0,26.7,0.9
baggu.com,brand/retail,2,353,0.0,55.5,0.1
quiltdom.com,brand/retail,44,353,0.0,42.3,0.1
lesschwab.com,brand/retail,2,353,0.0,5.5,1.1
childrensplace.com,brand/retail,2,353,0.0,9.5,0.9
quiltfolk.com,brand/retail,2,352,0.0,4.0,1.4
rsnstitchbank.org,brand/retail,3,351,0.0,5.7,1.6
6pm.com,brand/retail,23,350,0.0,39.8,0.9
drivemedical.com,brand/retail,2,350,0.0,18.0,0.3
stonewallkitchen.com,brand/retail,8,350,0.0,20.4,0.2
bigideasmath.com,brand/retail,1,350,0.0,3.0,0.8
ghostbedretail.com,brand/retail,1,350,0.0,3.0,0.8
artsy.net,brand/retail,1,350,0.0,3.0,0.8
theorthofitstore.com,brand/retail,1,350,0.0,3.0,0.8
arcraiders.wiki,brand/retail,1,350,0.0,3.0,0.8
store.thresholdx.net,brand/retail,1,350,0.0,3.0,0.8
bigonebedding.com,brand/retail,1,350,0.0,3.0,0.8
paperwishes.com,brand/retail,1,350,0.0,3.0,0.8
selinaveronique.com,brand/retail,1,350,0.0,3.0,0.8
rodeohome.com,brand/retail,1,350,0.0,3.0,0.8
pohlarfabrics.com,brand/retail,1,350,0.0,3.0,0.8
oilostudio.com,brand/retail,3,350,0.0,5.3,1.7
floormatcompany.com,brand/retail,5,350,0.0,16.4,1.6
vince.com,brand/retail,5,349,0.0,8.4,1.9
prairiepointjunction.com,brand/retail,2,349,0.0,4.5,1.3
hobbii.com,brand/retail,2,348,0.0,11.5,0.2
easeeasecurtains.com,brand/retail,4,348,0.0,11.0,1.4
master-furrier.com,brand/retail,2,348,0.0,5.0,1.2
arbteak.com,brand/retail,3,348,0.0,5.0,1.8
berls.com,brand/retail,2,347,0.0,6.5,0.9
kahohardware.com,brand/retail,2,347,0.0,2.5,1.7
yourpillow.com,brand/retail,1,346,0.0,27.0,0.0
eachnight.com,brand/retail,11,346,0.0,57.1,0.0
wildandstone.com,brand/retail,2,346,0.0,8.0,0.6
modernquilting.com,brand/retail,2,345,0.0,55.5,0.0
self.com,brand/retail,32,345,0.0,38.8,0.4
thefutonshop.com,brand/retail,12,345,0.0,17.8,1.5
citychiconline.com,brand/retail,2,345,0.0,5.0,1.2
thepillowhome.com,brand/retail,15,344,0.0,25.8,1.8
unitedtextilesupply.com,brand/retail,10,343,0.0,44.8,0.0
dove.com,brand/retail,5,343,0.0,8.0,1.5
directsinks.com,brand/retail,8,341,0.0,31.8,0.1
ergodyne.com,brand/retail,2,341,0.0,9.5,0.5
blog.wholecirclestudio.com,brand/retail,3,341,0.0,11.0,0.8
schoolspecialty.com,brand/retail,6,340,0.0,16.5,0.6
darkwhite.co,brand/retail,2,340,0.0,5.5,1.1
knittingboard.com,brand/retail,2,340,0.0,4.0,1.4
lunalullaby.com,brand/retail,5,339,0.0,19.0,0.8
openrecords.pa.gov,brand/retail,2,337,0.0,13.5,0.1
organictextiles.com,brand/retail,26,337,0.0,36.7,0.6
bintabeautyorganics.com,brand/retail,2,337,0.0,9.5,0.3
next.co.uk,brand/retail,102,337,0.0,36.7,1.1
dxl.com,brand/retail,17,336,0.0,32.9,1.2
vollrathfoodservice.com,brand/retail,2,335,0.0,12.5,0.2
knobs.co,brand/retail,1,335,0.0,6.0,0.5
travel-blue.com,brand/retail,1,335,0.0,6.0,0.5
ellasleeps.com,brand/retail,1,335,0.0,6.0,0.5
mrswages.com,brand/retail,1,335,0.0,6.0,0.5
rapiddrytowels.com,brand/retail,1,335,0.0,6.0,0.5
sealy.com.au,brand/retail,2,335,0.0,8.0,0.6
caronsbeachhouse.com,brand/retail,10,335,0.0,12.7,2.7
trailfx.com,brand/retail,2,333,0.0,4.5,1.3
costway.com,brand/retail,4,332,0.0,13.8,0.9
hanjancrochet.com,brand/retail,9,332,0.0,17.8,0.7
smartsheet.com,brand/retail,3,332,0.0,6.0,1.5
shop.dallascowboys.com,brand/retail,3,332,0.0,7.3,1.5
asket.com,brand/retail,7,331,0.0,16.7,1.6
sleepez.com,brand/retail,4,330,0.0,10.8,1.5
everydaycozyliving.com,brand/retail,2,329,0.0,18.5,0.1
ultimateback.com,brand/retail,2,329,0.0,11.0,0.3
lakeshorelearning.com,brand/retail,2,329,0.0,17.0,1.0
bedsidemanor.com,brand/retail,3,329,0.0,18.3,1.0
layeredblankets.com,brand/retail,2,328,0.0,9.5,0.5
abcnews.com,brand/retail,7,328,0.0,18.9,1.5
ercwipe.com,brand/retail,4,328,0.0,15.8,1.3
overtheriverfelt.com,brand/retail,2,328,0.0,5.0,1.2
theduvallhomestead.com,brand/retail,3,328,0.0,4.7,1.9
perupima.com,brand/retail,2,328,0.0,2.5,1.7
mjsoffthehookdesigns.com,brand/retail,10,327,0.0,17.8,1.6
pubmed.ncbi.nlm.nih.gov,brand/retail,3,326,0.0,6.0,1.5
apresparty.com,brand/retail,2,326,0.0,4.5,1.3
seyante.com,brand/retail,28,326,0.0,29.1,1.8
redcamp.com,brand/retail,2,323,0.0,15.5,1.0
tablecloth.com,brand/retail,6,323,0.0,28.5,0.2
jaipurrugs.com,brand/retail,4,323,0.0,9.8,1.4
crochetpedia.com,brand/retail,7,323,0.0,11.6,1.4
scribd.com,brand/retail,18,322,0.0,25.2,2.1
us.societylimonta.com,brand/retail,2,322,0.0,7.0,1.0
lightinthebox.com,brand/retail,27,321,0.0,41.0,0.7
fabritual.com,brand/retail,2,320,0.0,3.5,1.5
us.lounge.com,brand/retail,8,319,0.0,34.0,1.1
order.homelandstores.com,brand/retail,1,318,0.0,17.0,0.1
specialneedstoys.com,brand/retail,3,318,0.0,7.3,1.3
onsentowel.com,brand/retail,2,317,0.0,14.5,0.8
us.figaret.com,brand/retail,3,317,0.0,6.0,1.9
lemonthistle.com,brand/retail,2,316,0.0,4.0,1.4
protectivebedding.com,brand/retail,2,316,0.0,3.0,1.6
medicalnewstoday.com,brand/retail,28,315,0.0,41.1,0.8
moreprepared.com,brand/retail,2,315,0.0,8.0,1.0
a1tablecloth.com,brand/retail,5,314,0.0,38.0,0.1
derek-rose.com,brand/retail,17,314,0.0,26.6,1.8
linenweddingdress.com,brand/retail,3,314,0.0,18.7,1.0
karenmillen.com,brand/retail,38,313,0.0,33.3,1.4
imaginariumandco.com,brand/retail,2,313,0.0,32.5,0.9
yogaaccessories.com,brand/retail,2,313,0.0,4.0,1.4
proswimwear.com,brand/retail,2,313,0.0,4.5,1.3
store.directsupply.com,brand/retail,2,312,0.0,14.5,0.4
quiltsbytaylor.com,brand/retail,2,312,0.0,4.5,1.3
couplegifts.com,brand/retail,2,311,0.0,3.0,1.6
vmfa.museum,brand/retail,1,310,0.0,7.0,0.4
praderadental.com,brand/retail,1,310,0.0,7.0,0.4
shop.aeroflowsleep.com,brand/retail,1,310,0.0,7.0,0.4
julieblanner.com,brand/retail,1,310,0.0,7.0,0.4
wexnermedical.osu.edu,brand/retail,1,310,0.0,7.0,0.4
sherpers.com,brand/retail,1,310,0.0,7.0,0.4
probahome.com,brand/retail,1,310,0.0,5.0,0.6
thevintagent.com,brand/retail,1,310,0.0,5.0,0.6
music.apple.com,brand/retail,1,310,0.0,5.0,0.6
professionaldetailingproducts.com,brand/retail,1,310,0.0,5.0,0.6
cpdocket.cp.cuyahogacounty.gov,brand/retail,1,310,0.0,5.0,0.6
creativekidscolor.com,brand/retail,1,310,0.0,5.0,0.6
siarchives.si.edu,brand/retail,1,310,0.0,5.0,0.6
ellasbubbles.com,brand/retail,1,310,0.0,5.0,0.6
cottonwoodinthepark.com,brand/retail,3,309,0.0,40.7,0.1
newquilters.com,brand/retail,11,309,0.0,20.5,0.5
racetechnologies.com,brand/retail,2,309,0.0,5.0,1.2
akathletics.com,brand/retail,3,309,0.0,7.0,1.2
levi.com,brand/retail,40,308,0.0,34.1,0.8
nobodyschild.com,brand/retail,23,308,0.0,32.8,1.1
byjus.com,brand/retail,5,308,0.0,11.2,0.9
washroominc.com,brand/retail,3,308,0.0,12.0,0.9
store.uprightpose.com,brand/retail,2,308,0.0,6.0,1.0
hemptique.com,brand/retail,5,308,0.0,12.2,1.2
cdonepricecleaners.com,brand/retail,2,308,0.0,6.0,1.0
janitorialsuperstore.com,brand/retail,1,308,0.0,2.0,0.9
bestbathshop.com,brand/retail,1,308,0.0,2.0,0.9
fatiguesarmynavy.com,brand/retail,1,308,0.0,2.0,0.9
verawang.com,brand/retail,1,308,0.0,2.0,0.9
newstitchaday.com,brand/retail,1,308,0.0,2.0,0.9
poakalani.net,brand/retail,1,308,0.0,2.0,0.9
universaldesign.org,brand/retail,1,308,0.0,2.0,0.9
images.template.net,brand/retail,1,308,0.0,2.0,0.9
eastperry.com,brand/retail,1,308,0.0,2.0,0.9
mathworksheets.com,brand/retail,1,308,0.0,2.0,0.9
ie.pinterest.com,brand/retail,1,308,0.0,2.0,0.9
shopgoosebumps.com,brand/retail,1,308,0.0,2.0,0.9
mobilitywithease.com,brand/retail,1,308,0.0,2.0,0.9
rizzihome.com,brand/retail,1,308,0.0,2.0,0.9
expressionsvinyl.com,brand/retail,1,308,0.0,2.0,0.9
longviewsupply.com,brand/retail,1,308,0.0,2.0,0.9
evergreenscalemodels.com,brand/retail,1,308,0.0,2.0,0.9
gradescope-static-assets.s3.amazonaws.com,brand/retail,1,308,0.0,2.0,0.9
customguide.com,brand/retail,1,308,0.0,2.0,0.9
shopmgmgrand.com,brand/retail,1,308,0.0,2.0,0.9
olivebranchtreasures.com,brand/retail,1,308,0.0,2.0,0.9
long-weekends.com,brand/retail,4,307,0.0,26.2,0.3
seamsfriendly.com,brand/retail,7,307,0.0,26.1,0.9
flaxdesigns.com,brand/retail,2,307,0.0,8.5,1.1
ultimatelongevity.com,brand/retail,3,306,0.0,18.7,0.5
gbslinens.com,brand/retail,3,306,0.0,8.0,0.9
dollargeneral.com,brand/retail,25,306,0.0,28.8,1.9
morrowsoftgoods.com,brand/retail,2,306,0.0,12.0,1.0
ornatera.com,brand/retail,2,306,0.0,14.5,1.0
kevinkrusemd.com,brand/retail,2,306,0.0,15.0,1.0
divinityclergywear.com,brand/retail,4,306,0.0,12.2,2.1
knitfabric.com,brand/retail,2,305,0.0,15.0,0.1
anitagoodesign.com,brand/retail,2,305,0.0,19.5,0.5
waverles.com,brand/retail,2,305,0.0,10.0,1.1
njctl.org,brand/retail,1,304,0.0,12.0,0.1
kindermats.com,brand/retail,1,304,0.0,12.0,0.1
terratherapy.co,brand/retail,5,304,0.0,20.0,0.2
vam.ac.uk,brand/retail,5,304,0.0,16.4,1.0
coccyx.org,brand/retail,2,304,0.0,4.5,1.3
yala.shop,brand/retail,5,304,0.0,19.6,2.2
swaddledesigns.com,brand/retail,4,304,0.0,23.5,1.6
paxisplace.com,brand/retail,1,304,0.0,1.0,1.0
sofloprimeapparel.com,brand/retail,1,304,0.0,1.0,1.0
8sheep.com,brand/retail,1,304,0.0,1.0,1.0
clearbags.com,brand/retail,1,304,0.0,1.0,1.0
pleasurebedding.com,brand/retail,1,304,0.0,1.0,1.0
anchorwipingcloth.com,brand/retail,1,304,0.0,1.0,1.0
valari.gg,brand/retail,1,304,0.0,1.0,1.0
shop.agricover.com,brand/retail,1,304,0.0,1.0,1.0
worldninjasport.com,brand/retail,1,304,0.0,1.0,1.0
nativenectarbotanicals.com,brand/retail,1,304,0.0,1.0,1.0
sheetschryslerdodge.net,brand/retail,1,304,0.0,1.0,1.0
johnrobshaw.com,brand/retail,1,304,0.0,1.0,1.0
bigtowelspa.com,brand/retail,1,304,0.0,1.0,1.0
autoparts.toyotadirect.com,brand/retail,1,304,0.0,1.0,1.0
